duplicate_id,event_date,duplicate_mrn,original_mrn,source,department_id,department_name,service_line,contributory_factor_type,contributory_factors,primary_category,status,resolution_type,days_to_resolution,assigned_analyst,facility,patient_age_group,duplicate_score,investigation_time_minutes
7669,2024-10-14,92287500,59046417,Emergency Department,2,Emergency Department,Emergency,System Issue,Interface mapping error,System/Interface,Resolved,KND,13,Esteban Petters,WHITE COUNTY MEDICAL CENTER,Adult,88,45
7670,2023-09-17,89747251,94900564,Emergency Department,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,9,Jacobo Giovannini,MEMORIAL HOSPITAL,Adult,87,7
7671,2025-04-27,76568178,74830688,External Interface,4,Specialty Clinics,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Merge,6,Colline Wiggett,CENTRAL KANSAS MEDICAL CENTER,Senior,90,11
7672,2026-01-06,98774000,64378593,Emergency Department,4,Specialty Clinics,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Split,3,Fara Manach,MILAN GENERAL HOSPITAL,Senior,39,16
7673,2023-10-11,65646133,93874991,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,11,Si Basson,BROWN COUNTY GENERAL HOSPITAL,Adult,53,22
7674,2026-03-01,44956069,9865354,Internal Registration,3,Urgent Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Split,13,Den Treadaway,METROPLEX ADVENTIST HOSPITAL INC,Adult,92,22
7675,2023-09-18,75356844,91771617,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,13,Thomas Kunneke,MORTON COUNTY HOSPITAL,Pediatric,100,65
7676,2025-09-24,35528223,52847784,Emergency Department,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,11,Belia Degenhardt,"MONROE HOSPITAL, LLC",Pediatric,81,9
7677,2023-11-02,83885562,68022459,Self-schedule,5,Laboratory,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,15,Prentice Du Pre,KALISPELL REGIONAL MEDICAL CENTER INC,Pediatric,63,14
7678,2025-04-02,45170298,92626701,Call Center,6,Radiology,Ancillary,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,Merge,12,Axe Chaim,LAWRENCE MEMORIAL HOSPITAL,Pediatric,82,33
7679,2025-07-03,42964993,41863776,Self-schedule,5,Laboratory,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,2,Cherin Yoslowitz,SANFORD MEDICAL CENTER FARGO,Adult,80,122
7680,2025-05-03,62097530,26919001,Emergency Department,8,Behavioral Health,Behavioral Health,System Issue,Data synchronization issue,System/Interface,Resolved,Split,6,Carling Locker,EVANGELICAL COMMUNITY HOSPITAL,Adult,92,6
7681,2025-12-19,19362951,95063812,Self-schedule,6,Radiology,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,15,Hayley Pitkeathly,MEDWAY MEDICAL CENTERS OF CLEARWATER LLC,Adult,44,8
7682,2025-09-21,51888593,52627919,Patient Portal,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Pending Review,Pending,2,Shayne Fripp,COBRE VALLEY REGIONAL MEDICAL CENTER,Adult,96,32
7683,2024-12-10,70742555,15169445,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,In Progress,Pending,20,Kristi Adney,CATAWBA VALLEY MEDICAL CENTER,Adult,69,63
7684,2025-05-08,4964073,81705686,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,11,Dewie Fantonetti,TEXAS HEART HOSPITAL OF THE SOUTHWEST LLP,Adult,60,52
7685,2025-01-03,17231737,74502367,External Interface,4,Specialty Clinics,Ambulatory,Patient Input Error,Guardian entered own name,Patient Name,Resolved,Merge,7,Beckie Saltern,DELAWARE COUNTY MEMORIAL HOSPITAL,Senior,100,59
7686,2026-01-29,87246042,33109280,Self-schedule,6,Radiology,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,In Progress,Pending,5,Lisbeth Niles,NORTH COLORADO MEDICAL CENTER BEHAVIORAL HEALTH,Senior,88,22
7687,2024-09-01,37494625,98557455,Self-schedule,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,3,Tania Lodin,ST. LUKE'S HOSPITAL,Adult,74,65
7688,2025-09-30,73082181,44345305,Call Center,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,10,Emmey Eckford,PHYSICIANS' SPECIALTY HOSPITAL,Pediatric,91,10
7689,2025-09-11,37470262,99378747,Emergency Department,6,Radiology,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,KND,13,Killy Reoch,CARITAS ST.ELIZABETH'S MEDICAL CENTER-PSYCHIATRY,Adult,92,38
7690,2023-09-12,61775757,54629858,Self-schedule,1,Primary Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Split,10,Faina Butten,THE ARTHUR G. JAMES CANCER HOSPITAL AND RICHARD J. SOLOVE RESEARCH INS,Adult,80,40
7691,2024-05-12,22871653,3720572,Internal Registration,4,Specialty Clinics,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,2,Nomi O'Geaney,EL DORADO CENTER PARTIAL HOSPITALIZATION,Adult,81,106
7692,2023-12-20,97222536,78781199,Call Center,7,Inpatient,Inpatient,Data Entry Error,Name typo,Patient Name,Resolved,Merge,4,Dulce Gregory,"NORTH FLORIDA REGIONAL MEDICAL CENTER, INC.",Senior,89,120
7693,2024-03-01,67666528,56090305,Internal Registration,6,Radiology,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,In Progress,Pending,17,Ethelda Ugolotti,FIVE RIVERS MEDICAL CENTER INC.,Senior,75,138
7694,2025-12-14,76418799,69492281,External Interface,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,12,Elmo Kinker,HOLY SPIRIT HOSPITAL,Senior,68,9
7695,2025-09-18,56853948,30354244,Call Center,5,Laboratory,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,2,Shari Matignon,"WHEELING HOSPITAL, INC.",Adult,92,8
7696,2025-10-05,24726178,26913935,Internal Registration,4,Specialty Clinics,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,In Progress,Pending,19,Gabbi Jeromson,"WA FOOTE MEMORIAL HOSPITAL, INC",Adult,84,24
7697,2025-08-19,13711518,54328834,Internal Registration,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,Escalated,Pending,20,Melessa Wheeliker,JOHN H. STROGER JR. HOSPITAL OF COOK COUNTY,Senior,65,6
7698,2026-03-18,55520466,37692462,Registration Kiosk,6,Radiology,Ancillary,System Issue,Interface mapping error,System/Interface,Resolved,Split,10,Filbert Markovich,HOULTON REGIONAL HOSPITAL,Adult,96,62
7699,2025-04-07,61180676,93080622,Emergency Department,2,Emergency Department,Emergency,Workflow Issue,Registration workflow deviation,Workflow,Resolved,KND,15,Willis Noir,GUNNISON VALLEY HOSPITAL,Adult,98,25
7700,2024-08-27,62564854,70108745,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,KND,2,Mahala Busfield,MOUNT SINAI MEDICAL CENTER,Adult,76,51
7701,2025-07-31,48186435,61800086,Internal Registration,3,Urgent Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,7,Elysha Knotte,MERCY CATHOLIC MEDICAL CENTER OF SOUTHEASTERN PA,Adult,84,21
7702,2025-09-23,99772584,84919789,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,KND,7,Shane McIlwrick,COMMONWEALTH OF VIRGINIA HIRAM W DAVIS MEDICAL CENTER,Adult,62,18
7703,2025-08-06,76303546,98688716,Self-schedule,3,Urgent Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,9,Dur Gornall,NEW LIBERTY HOSPITAL COPORATION,Pediatric,90,67
7704,2024-12-31,33560090,16753396,Emergency Department,4,Specialty Clinics,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,2,Anissa Wevell,KERSHAW HOSPITAL LLC,Adult,97,6
7705,2024-07-12,73608248,17124745,External Interface,1,Primary Care,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,Merge,11,Charissa Seefus,"JORDAN VALLEY & MOUNTAIN POINT MEDICAL CENTER, LLC",Adult,63,10
7706,2023-10-05,6250957,45454898,Call Center,6,Radiology,Ancillary,System Issue,System duplicate creation,System/Interface,Resolved,No Action Required,10,Merrily Jaquemar,WEST WHARTON COUNTY HOSPITAL DISTRICT,Adult,95,16
7707,2025-12-02,97364133,55827145,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,2,Corry Coggen,LAS MIAS MEDICAL CENTER INC,Adult,96,18
7708,2025-04-12,83342384,5996929,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,9,Louie Fray,KAISER FOUNDATION HOSPITALS,Senior,100,33
7709,2023-11-29,96742435,60219297,Patient Portal,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,Split,9,Ebeneser Foltin,SANITAS MEDICAL CENTER OF TENNESSEE PC,Adult,97,65
7710,2024-08-09,99801433,16374753,Emergency Department,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,11,Goldie Milton-White,NORTHERN PINES MEDICAL CENTER,Adult,71,61
7711,2024-03-09,42226308,42442059,Internal Registration,4,Specialty Clinics,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,13,Wanda Huegett,SINAI HOSPITAL OF BALTIMORE INC,Adult,92,52
7712,2025-12-06,97390736,78812044,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,KND,13,Nyssa Tynemouth,"WESTERN CARTERET MEDICAL CENTER, PLLC",Senior,77,5
7713,2025-01-17,27257736,97960852,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,In Progress,Pending,8,Anestassia Hartright,COMCARE MEDICAL CENTER LLC,Adult,36,30
7714,2025-09-29,39248336,50720390,External Interface,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,KND,7,Maggi Bolt,NEW LIBERTY HOSPITAL CORPORATION,Adult,100,20
7715,2024-10-27,30502171,54677519,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,8,Sim Copcott,MAGNOLIA REGIONAL MEDICAL CENTER,Adult,65,13
7716,2025-11-30,45967171,83243239,Call Center,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,5,Catharine Mayzes,VETERANS MEDICAL CENTER,Adult,79,14
7717,2026-04-19,31709774,94333353,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Pending Review,Pending,20,Harald Brooke,CAPITAL REGION MEDICAL CENTER,Pediatric,95,22
7718,2024-10-13,79702205,94281661,Internal Registration,6,Radiology,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,13,Roderigo Shortland,"VIRGINIA GAY HOSPITAL, INC",Adult,36,14
7719,2026-03-30,39669583,71736847,Internal Registration,8,Behavioral Health,Behavioral Health,Workflow Issue,Registration workflow deviation,Workflow,Resolved,KND,8,Chas Hudel,CALIBER MEDICAL CENTER,Pediatric,69,13
7720,2026-03-29,20461409,69031017,Internal Registration,7,Inpatient,Inpatient,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,11,Birdie Jahan,OHIO COUNTY HOSPITAL CORPORATION,Pediatric,53,20
7721,2023-11-25,44600958,98071301,Self-schedule,5,Laboratory,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,2,Aaron Andreix,ST LUKE'S CORNWALL HOSPITAL,Pediatric,60,22
7722,2024-10-08,66955519,71927633,Internal Registration,4,Specialty Clinics,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,Merge,10,Jacenta Draper,DENVER HEALTH & HOSPITAL AUTHORITY,Adult,68,8
7723,2024-10-04,46586147,97986716,Emergency Department,5,Laboratory,Ancillary,Patient Input Error,Incorrect patient information,Other,Resolved,Split,8,Archie Wilcinskis,ANWAN WELLNESS MEDICAL CENTER PC,Pediatric,87,173
7724,2024-02-06,34493850,14993911,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,In Progress,Pending,5,Hewett Latta,HEART HOSPITAL OF SOUTH DAKOTA LLC,Senior,100,17
7725,2025-10-04,96044617,15979544,Self-schedule,1,Primary Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,13,Lisa Reeken,MUNSON MEDICAL CENTER,Adult,93,64
7726,2026-02-02,32191387,61273697,Emergency Department,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,12,Guy Battlestone,EXCEPTIONAL PHYSICIANS GROUP BULLHEAD CITY HOSPITAL PLLC,Pediatric,83,22
7727,2026-04-04,40861106,50118870,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,10,Pen Mehaffey,MEMORIAL HOSPITAL OF CARBON COUNTY,Unknown,83,8
7728,2026-03-08,20048505,16281439,Referral,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,5,Nadean Greenroyd,CENTRAL MICHIGAN COMMUNITY HOSPITAL RADIATION ONCOLOGY,Pediatric,52,34
7729,2024-10-16,44282407,58882711,Internal Registration,5,Laboratory,Ancillary,System Issue,Interface mapping error,System/Interface,Resolved,KND,11,Regan Yarnall,STERLINGTON CRITICAL ACCESS HOSPITAL L.L.C,Adult,77,93
7730,2025-04-04,71618836,80620294,Internal Registration,4,Specialty Clinics,Ambulatory,Patient Input Error,Guardian entered own name,Patient Name,Resolved,No Action Required,1,Dwayne Snary,"HOSPITALITY DENTISTRY, LLC",Adult,80,19
7731,2023-11-06,44992282,15948966,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,11,Lek Galer,INTEGRIS BAPTIST MEDICAL CENTER INC,Adult,97,9
7732,2024-12-19,87884211,96209951,Patient Portal,3,Urgent Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,8,Prescott Moth,"NORTHSIDE HOSPITAL, INC.",Senior,99,23
7733,2024-08-03,48150233,22834429,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,7,Killian Barrim,"HOSPITAL & MEDICAL FOUNDATION OF PARIS, INC.",Adult,87,150
7734,2024-04-16,62257241,37250580,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,4,Gregory Vickarman,BROOKVILLE HOSPITAL,Senior,70,23
7735,2025-06-01,109427,31537358,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,3,Rozalin Dyster,CHILDREN'S HOSPITAL LOS ANGELES,Senior,81,39
7736,2024-06-05,75946362,69598676,Emergency Department,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,5,Robby Fenne,LANCASTER HOSPITAL CORPORATION,Pediatric,98,57
7737,2023-12-06,41990458,23289413,Internal Registration,2,Emergency Department,Emergency,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,14,Chen Ghion,"HUALAPAI MOUNTAIN MEDICAL CENTER, LLC",Adult,87,47
7738,2024-04-19,68971499,96754940,Internal Registration,6,Radiology,Ancillary,System Issue,Interface mapping error,System/Interface,Resolved,KND,13,Murdoch Fendlen,EISENHOWER MEDICAL CENTER,Pediatric,77,189
7739,2025-06-05,23492397,15424778,Call Center,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,In Progress,Pending,30,Leilah Egell,"ST. JOSEPH HOSPITAL, LLC",Adult,99,13
7740,2025-08-08,85825907,45015281,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,Merge,15,Homerus McChesney,"HOSPITAL & MEDICAL FOUNDATION OF PARIS, INC.",Adult,82,16
7741,2026-05-29,77555761,39072352,Referral,2,Emergency Department,Emergency,System Issue,Data synchronization issue,System/Interface,Resolved,No Action Required,2,Maria Wippermann,SAINT ALPHONSUS REGIONAL MEDICAL CENTER INC,Adult,88,61
7742,2025-11-01,92034440,67280569,Self-schedule,1,Primary Care,Ambulatory,Patient Input Error,Guardian entered own name,Patient Name,Resolved,Merge,9,Clementine Cope,SALEM MEMORIAL HOSPITAL,Senior,81,61
7743,2024-09-16,96506435,69175891,Self-schedule,8,Behavioral Health,Behavioral Health,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,7,Jacob Coleshill,MONCRIEF ARMY COMMUNITY HOSPITAL,Senior,85,58
7744,2024-09-08,29413944,6636992,Internal Registration,1,Primary Care,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,Merge,4,Correy Nott,UNIVERSITY HOSPITAL,Senior,83,16
7745,2023-12-08,46060777,93047897,Call Center,4,Specialty Clinics,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,9,Temp Obee,JESSE BROWN VA MEDICAL CENTER,Adult,84,7
7746,2026-05-17,21375163,69838394,Call Center,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,Merge,6,Paton Condit,CAPITAL MEDICAL CENTER PHYSICIANS LLC,Adult,87,7
7747,2026-04-27,32978451,24158479,Emergency Department,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,9,Liam Carhart,ST. ALYSSA MEDICAL CENTER,Pediatric,83,149
7748,2025-08-12,72006270,81492330,Internal Registration,4,Specialty Clinics,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,In Progress,Pending,12,Ryan Karlicek,CHRIST HOSPITAL,Adult,99,15
7749,2024-01-30,55574646,14834881,Call Center,5,Laboratory,Ancillary,System Issue,Interface mapping error,System/Interface,Resolved,No Action Required,11,Petey Schruur,HARBORVIEW MEDICAL CENTER,Adult,86,20
7750,2024-07-04,24033819,73938655,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,Split,15,Jayne Reisenberg,MAGNOLIA HOSPITALIST GROUP,Pediatric,69,146
7751,2025-10-31,33617836,24324837,Emergency Department,4,Specialty Clinics,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,No Action Required,8,Lorrie Stiff,SAN MATEO MEDICAL CENTER,Pediatric,67,24
7752,2026-05-17,76998572,75752032,Self-schedule,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,KND,15,Elbertine Putland,MARION GENERAL HOSPITAL,Adult,97,17
7753,2026-01-21,53156242,35303007,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,KND,13,Lana Corbally,"INTEGRATED MEDICAL CENTER, L.L.C.",Adult,87,58
7754,2026-01-18,1205152,76643564,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,9,Keri Leonardi,REED CITY HOSPITAL CORPORATION,Adult,97,36
